,biasX,biasY,CRIMX,CRIMY,ZNX,ZNY,INDUSX,INDUSY,CHASX,CHASY,NOXX,NOXY,RMX,RMY,AGEX,AGEY,DISX,DISY,RADX,RADY,TAXX,TAXY,PTRATIOX,PTRATIOY,BX,BY,LSTATX,LSTATY
14,0.948912796871,21.1235315175,0.106037608117,0.630188647939,-0.323603066369,0.713058515338,-0.249967212381,0.839032722966,-0.0918186256355,0.674486429537,0.508666595974,0.29663309559,-0.631487661373,-1.49914674699,-0.194857892099,0.684662602928,0.0724696069697,0.602558771552,-0.269123576389,0.521977377726,-0.144538583742,0.778771188739,1.21685323058,-1.34664615089,0.0308902457441,0.769036575177,-0.675234582951,2.68817072771
17,0.954225104614,25.2076144479,-0.0690842461453,4.80307140034,-0.302654307495,4.75169651066,-0.336416669446,4.91917462401,0.0397785107761,4.78239069833,0.473083182305,4.37911551334,-0.938415092738,1.35940406568,-1.01781262951,4.58902688229,-0.49497819723,5.31914976354,-0.332503304041,4.49749349334,-0.208540658531,4.84435734696,1.18200216781,2.77358509614,-1.0543443452,4.01818252144,-0.423818126969,5.95650636693
18,0.929644155762,20.2811006249,0.0360200807435,0.209453825673,-0.106103212591,0.212517320185,-0.393025035599,0.43733782238,-0.117316914265,0.187541058068,0.308038454707,0.0062066694374,-0.650334059509,-2.05846663359,0.092576129496,0.258329131576,-0.141597076792,0.424375325259,-0.255498564383,0.0204158864543,-0.158703691459,0.307989875358,1.17622452959,-1.74491191119,0.0242782655673,0.292742871681,-0.468282885446,1.54664938092
19,0.877768634968,19.5909114515,-0.120463577609,0.576645406334,0.0743391261349,0.445115047833,-0.582078486006,0.777828681456,-0.132103274509,0.42852097727,0.0138010283598,0.534238897519,-0.229150974582,-0.548078526584,0.822328467829,0.628197879291,0.135424345757,0.300195519802,-0.243848174999,0.204526899404,-0.203535296245,0.569740390713,0.980425625609,-1.18492065147,0.0621587996411,0.557255450092,0.534448631688,-1.32066335741
20,0.894269799206,20.9796838853,-0.00110441189452,1.54841941099,-0.0461627409905,1.51769571051,-0.427534437271,1.76408754931,-0.169740008073,1.47051006421,0.179199808949,1.43577982065,-0.175662379456,0.887616614753,0.711581232856,1.67118896679,0.181773041964,1.33601704577,-0.27068628512,1.30731627133,-0.165194087211,1.61913546796,1.16258096232,-0.415088686042,0.09736083865,1.65336627391,-0.131800625503,1.82973393472
22,0.876799419208,18.8259927526,-0.104349735253,-0.201977480528,0.0153628486787,-0.314488963947,-0.519945114003,-0.0195279383422,-0.164741949341,-0.355106061108,0.0607415372158,-0.277291991212,0.0455271904352,-0.330293324624,0.931881451478,-0.119646653611,0.318953814921,-0.690490961357,-0.251300550291,-0.547248001466,-0.187393082361,-0.20266843364,1.02513875577,-2.02884992902,0.243070719852,-0.0797074301996,0.533743950819,-2.0475982629
23,0.883820376324,18.2343272623,-0.0513844447179,-0.979915048246,-0.0845914856697,-1.04147453289,-0.43226500889,-0.800940576936,-0.164026067305,-1.0927773736,0.168473436951,-1.11705498803,-0.0390857240855,-1.27854121411,0.865975816187,-0.869391739688,0.411768592867,-1.54440234023,-0.257972273004,-1.26409532947,-0.171043759788,-0.945629203693,1.09504110319,-2.88150949613,0.165402556103,-0.868928979451,0.154630651176,-1.61949110277
24,0.86925488208,18.7777343624,-0.137882201345,-0.107503790834,-0.135166347726,-0.227034603656,-0.456255796218,0.0148752499157,-0.0622413161453,-0.233658550357,0.169485085762,-0.30552011661,-0.503184464709,-2.09331090926,0.641784974068,-0.102581536533,0.317288909928,-0.660914903787,-0.289608975665,-0.498503985371,-0.212081877064,-0.122782529826,1.07296158776,-2.0279622966,-0.83758925796,-0.783400993532,-0.0542890862586,-0.243422523896
25,0.882985198878,19.4919219659,-0.0388112321829,0.271216640669,-0.153578307405,0.227892535296,-0.399629469089,0.442916735322,-0.13373848034,0.183620007419,0.225340053095,0.0917623994203,-0.295224424639,-0.878775659322,0.838342079784,0.385098924472,0.493614386952,-0.404338688074,-0.252300829005,0.00118928326224,-0.171652223969,0.315771033252,1.09518498859,-1.62309673899,-0.0679283626088,0.227207533809,-0.107310318858,0.407409288339
26,0.863788950796,17.6564949173,-0.146476456369,-1.13153737997,-0.152982792859,-1.25585436571,-0.414872640794,-1.03752530743,-0.105618031048,-1.28775834674,0.156874418452,-1.32452017763,0.183855966557,-0.743555714252,0.67152572038,-1.12622950502,0.396282011178,-1.77286252689,-0.350272588701,-1.5432225591,-0.213741649057,-1.15262129849,1.14685256304,-3.17443402169,-0.751567454608,-1.76068381671,0.299962898242,-2.26310416756
27,0.878903760218,16.7635353943,0.0068795270479,-2.43258803024,-0.14032459259,-2.44607058313,-0.33058431854,-2.26110217738,-0.215562309636,-2.52958248685,0.213445006821,-2.57190561276,0.496990203421,-0.703308778189,0.928607853233,-2.26746952743,0.496533249959,-3.02528235962,-0.33353327381,-2.67464673973,-0.159291086438,-2.35796591641,1.26554162919,-4.55738187687,0.0558702650866,-2.35678491458,-0.000986445236508,-2.46730785885
28,0.890273694506,18.3123115639,0.033149518381,-1.09951615302,-0.16072375991,-1.09197938024,-0.298095716331,-0.924755452115,-0.215770583702,-1.17726653496,0.247543297436,-1.2505015134,0.698795802619,1.36470238405,0.653274026962,-0.95888980784,0.34379098999,-1.46808333848,-0.377740952787,-1.3278427828,-0.163068638564,-1.00246584271,1.33059845143,-3.30200793371,-0.0194086973,-1.06184009746,0.0376860382907,-1.17612765709
29,0.875762085658,19.037096506,-0.176440806108,0.0917018354372,-0.0452807798992,-0.0657284746856,-0.52563808715,0.220213426807,-0.112456462274,-0.0891157131807,0.0744284385572,-0.0440585937919,0.124972818102,0.0855336710916,0.680188454902,0.0785050416034,0.318833793107,-0.485550439438,-0.277385782894,-0.333151835331,-0.214125917846,0.0471167707995,0.975252808806,-1.70854649597,-0.0631238336466,-0.070235790527,0.860641439067,-2.79520553134
31,0.856024357464,21.0655730592,-0.405260978488,2.6690849187,-0.116826455587,2.34933749122,-0.535512769101,2.62245543014,-0.0213908546115,2.35977518802,0.0267854835445,2.41620627593,0.821190832929,4.76483009374,0.0716379363848,2.3836864318,0.112240785923,2.1397182427,-0.434048977692,1.97341753875,-0.291259301278,2.48126534264,1.01923949665,0.648570062789,-1.29049441976,1.42648063126,1.65888136977,-2.72569101781
32,0.876393336787,17.4534575287,-0.0990983147846,-1.56329947578,0.044802642804,-1.67674599581,-0.539332328434,-1.36757668941,-0.132919423131,-1.69626196202,0.0489713541332,-1.62458661408,-0.250622663088,-2.66445944607,0.786302732847,-1.50260211427,0.109019509812,-1.77960633588,-0.26996875625,-1.91901832339,-0.199903276379,-1.55494973058,1.06021563665,-3.43147698164,-0.1851044302,-1.74079582336,0.245248785575,-2.55233002003
33,0.836870361347,16.9145381843,-0.21880844467,-1.3156921169,0.00797347968991,-1.514422634,-0.529338938516,-1.22159521615,-0.0976043325233,-1.52373248373,-0.0363316045215,-1.3833191679,0.393411142465,-0.276228449553,0.778919918946,-1.34784066459,0.155290546068,-1.69284600025,-0.416194228721,-1.84794157061,-0.257154224765,-1.37654404446,1.16047004926,-3.41462768225,-1.30702846558,-2.4038385004,0.603552280636,-3.43164985771
34,0.945347652209,17.2111238433,-0.0193278572898,-3.14407121803,-0.238735829887,-3.16780475462,-0.528308267146,-2.89271991271,-0.242930523061,-3.27371207269,-0.0861805306532,-3.0323181436,-0.684778009045,-5.47441766903,0.133712571691,-3.12958212327,-0.433932220111,-2.55252016089,0.106019481092,-3.20008937821,-0.157488912486,-3.0868591494,0.390796470643,-3.83249404475,0.0468227574348,-3.09042603366,-0.425070433891,-1.94336769169
35,0.95113076925,19.7878194855,-0.0700986409746,-0.620294679362,-0.279818133415,-0.676204479745,-0.531549643472,-0.406890167008,-0.203992370383,-0.768185214739,-0.0627883548328,-0.564027002686,-0.664976696498,-2.99350327915,-0.141904104782,-0.688952203683,-0.500020321827,-0.00622954298334,0.09237899582,-0.727176855299,-0.17355861582,-0.594802345938,0.356850294529,-1.29156141486,-0.119055951683,-0.730983128466,-0.205180898349,-0.114961827687
36,0.988859748251,20.6393520042,0.0207485050716,-0.520868402927,-0.502474254992,-0.480780791543,-0.389703182708,-0.309255686675,-0.166224859779,-0.579897845491,0.175433986886,-0.612948107462,-0.744904659182,-3.11488304509,-0.693674795776,-0.610685934921,-0.431170978457,0.0474522664222,0.090872066292,-0.520129893864,-0.156412509711,-0.429850972721,0.37766678042,-1.1677909368,0.0559257631948,-0.440586231586,-0.37355484312,0.615769159622
39,1.19137737421,29.5142128426,0.0915749930363,4.51333743501,2.04247224283,4.45712688542,0.056730334611,4.54279779322,-0.0941187184212,4.53907250458,0.251979565047,4.38825502463,0.225977993682,5.51358288289,-0.665771282328,4.4911088689,-1.10973734689,5.80242367003,-0.122574897098,4.56967373471,-0.321473785279,4.76303889614,0.976108209115,3.10833956645,-0.0440513284812,4.5453578933,-0.283661523236,5.53671334225
40,1.04324235477,21.1662811589,0.257730458867,-1.23239243604,-1.24042511726,-0.921259453065,0.412214712644,-1.24640297349,-0.207116922614,-1.13400146784,0.213804863005,-1.16327591353,0.428755876937,0.370231471752,-1.70351898194,-1.30415430676,0.0808049433475,-1.17117679557,-0.00257019629411,-1.04850639257,-0.205259311815,-0.930338593216,-0.0344109853139,-1.03121758239,-0.114678190273,-1.12202684748,0.0463223688913,-0.933678553079
41,1.03823095504,23.1478747939,0.248692861349,0.855593077712,-1.16916236384,1.15294091908,0.316141280378,0.883887899919,-0.161614078071,0.972127795477,0.159639322845,0.969048157682,-0.36524465358,-0.333834252821,-1.52915107904,0.803288085145,0.0541232076597,0.918619412484,0.0810588643627,1.03873668736,-0.21051330365,1.1517404319,-0.170791711239,1.26424973765,-0.168009474119,0.930295867693,-0.214765917641,1.81046194532
42,1.04207305455,22.9981159606,0.22841376158,0.659252970941,-1.17180114335,0.942321039567,0.311438793478,0.674438811965,-0.167397070811,0.757528804848,0.155766116871,0.762721439172,-0.17125659171,0.0734092992429,-1.59373449944,0.582368700909,0.0605521349966,0.695558423464,0.0789253617241,0.825779130884,-0.212278702928,0.940758527458,-0.193886026912,1.08726708636,-0.00227413242795,0.83264654633,0.053128346144,0.80909382999
43,0.982318099226,19.8827412196,0.174787555956,-1.36906375418,-0.95599336477,-1.15138816061,0.164292633892,-1.3209347666,-0.221600046772,-1.33952990559,-0.109357381122,-1.06585316232,-0.337713876807,-2.5225423452,-0.452797403712,-1.30190366213,0.373489784006,-1.75130718654,0.131761775377,-1.2689954822,-0.217518262249,-1.13078344131,-0.270506416123,-0.859613044529,-0.0670426556521,-1.27059134759,-0.025271709396,-1.15535071324
44,1.00084261829,20.0538599549,0.166632475136,-1.48578148198,-0.845704219315,-1.28848441974,0.075591794926,-1.39756153699,-0.192305885482,-1.446167163,-0.14743190849,-1.15381027516,-0.839153204399,-4.41965816308,-0.73720745155,-1.47145820772,-0.0207675597744,-1.37299479968,0.176000280583,-1.3861362596,-0.220910005431,-1.25236296077,-0.332199974033,-0.877762267693,0.0103500516503,-1.33380982758,-0.110366683021,-1.06113055175
45,1.00151411914,21.8888321948,0.0846661186204,0.413062536897,-0.858097397702,0.55174086846,0.0609261341229,0.445248995688,-0.190171873957,0.39152428349,-0.170747868663,0.709642072438,-0.381223981825,-1.11585153837,-0.892982664083,0.34229323811,-0.00910140504832,0.435680789758,0.151946674705,0.432645008208,-0.23604936601,0.590117802072,-0.374250722604,1.02509270966,0.117720415345,0.567324458344,0.508243812906,-1.0521746064
46,0.904999345084,17.6701824762,-0.00509893470429,-2.06873919667,-0.670030357191,-2.01700536842,-0.0646077254094,-2.04408657906,-0.298373955541,-2.21540915042,-0.511051436763,-1.52897181456,0.158457331762,-1.76568824188,0.866779195554,-1.9204577502,0.810000311634,-3.13306085018,0.171331648985,-2.16512946009,-0.246258925653,-1.96205735313,-0.449946054003,-1.41206335978,0.130783547544,-1.96770429763,0.86539562475,-4.79791442408
47,0.89073372739,23.3544225168,-0.230474570461,4.08239482237,-0.593698473145,3.96249408185,-0.250190319376,4.02746928082,-0.236505032448,3.79881842039,-0.670637069163,4.61368005827,0.174661393284,3.91018289815,0.933271804356,4.07382358595,0.940581110683,2.60811279109,0.247626475167,3.78013241364,-0.289935002078,4.03271595183,-0.782852561082,5.08792959589,0.407569922647,4.19398845451,2.08979106688,-2.61605386068
48,0.946395084318,22.5951838765,0.0737073744703,2.0624892964,-0.852024493523,2.19663170279,0.016725901081,2.10711534396,-0.210716831004,2.02226805464,-0.287722828465,2.45963660057,-0.542729100519,-0.0333272389183,0.222384400957,2.16351381921,0.7216586322,1.12422831386,0.213777267104,2.06544181739,-0.237422977596,2.22860122365,-0.500950329585,2.85139998895,0.110038905746,2.21078911979,0.449044851049,0.629628578169
49,1.03063072254,21.1006467232,0.0375471405714,-0.978012282483,-0.349911719258,-0.884365665972,0.118709741976,-1.01641654792,-0.22015131553,-1.05355558263,-0.146275781287,-0.757780812642,-0.326083179109,-2.29469613454,-0.0316542127581,-0.944626746511,0.638394832549,-1.9031453677,0.308129154406,-0.890904520378,-0.227096544953,-0.834720283691,-0.746937945964,0.242742582531,0.129093530021,-0.862530039877,0.47494517336,-2.45454900014
50,0.999130833861,18.8463061944,0.109604324606,-2.75820316167,-0.25565434381,-2.62393430854,0.109678091794,-2.73666686258,-0.280093030115,-2.81087557757,-0.236370641312,-2.40947451059,-0.490619537943,-4.40145262781,0.692321696501,-2.55452328249,0.816918208147,-3.8139699142,0.316871009595,-2.6135263103,-0.20914086094,-2.56908394049,-0.660245954259,-1.61819865859,-0.00158277774721,-2.6657079154,-0.143417722005,-2.36084015129
51,1.07181101256,21.1473316781,0.195755453312,-1.80421187823,-0.54352080286,-1.57276898875,0.332021137908,-1.82881227385,-0.232333482542,-1.76744485226,0.111639794472,-1.70816369518,-0.0919392601575,-2.00890694846,-0.71196907948,-1.76252819353,0.446313865285,-2.33369789671,0.222399677568,-1.56231848241,-0.197457358291,-1.54830711602,-0.494919601719,-0.860211170708,0.0221408635779,-1.64443666754,-0.128729066834,-1.186008053
52,1.0730900672,23.4085326743,0.140118612153,0.496494813273,-0.500238500963,0.683263831084,0.242389923318,0.47496177076,-0.182655938708,0.518170228334,0.0692640612666,0.594119647455,-0.576212761054,-1.53937381145,-0.739099453841,0.491154851318,0.39894884225,-0.0492039959431,0.286850646538,0.694855784228,-0.21035578466,0.714501470629,-0.647839070427,1.63825447757,0.0572092325639,0.639850635479,0.000103552124308,0.597541906028
53,1.09645212356,26.619688532,-0.312233070983,3.60743030823,2.02724345979,3.26354424726,-0.361660692867,3.53822991653,0.295965073826,3.53004268298,-0.0843378379857,3.54116259843,-0.201863578546,2.42559213523,0.468221896309,3.45901202393,-0.0772754317402,3.04999079482,-0.846393437428,3.07530675125,0.77385933765,2.98104784229,1.45163682073,0.943584824885,0.209532235782,3.5171212015,0.408818515114,1.96408988929
54,1.19345777865,31.5453160872,0.0330068290835,6.40257034336,2.03197652081,6.34626244486,0.249774188814,6.28003071407,-0.0374992453216,6.41226072231,0.408158400798,6.10544448939,0.760270581267,9.09347890642,0.0803978228682,6.45884179518,0.247816216682,5.75656733145,0.234141476643,6.60851151976,-0.562520070755,6.73820577507,0.746788852066,5.29453895388,0.0373053236249,6.42470115566,0.267583631513,5.67060669343
55,1.17067597236,25.364069056,0.0785653341256,0.578381104872,1.7517641286,0.587288757564,-0.0964280045596,0.667371866075,0.0216887107939,0.653856010836,0.317174219991,0.391699310184,-0.403900385785,-0.778041018571,0.665366658802,0.759676128066,0.614191093924,-0.52867235431,-0.234571177632,0.595397023886,0.197811501382,0.550598543989,0.20302910199,0.377163304407,0.000558743791753,0.624081676761,-0.224086147694,1.15898865708
58,1.00270108658,21.1902046158,-0.0724916582777,-0.297618261785,0.0304223371819,-0.331017281428,-0.0916635977965,-0.316456438399,-0.0212665333608,-0.353438807559,0.145194346467,-0.40782086501,-0.594517526702,-2.47139391865,0.18149541873,-0.316321660252,0.580285811751,-1.28702264996,0.436170825291,-0.15410139026,-0.369740190458,-0.155966591224,0.572799243297,-1.38345421349,0.0736898278238,-0.287534135187,-0.287661671021,0.417844152652
59,0.968120538674,22.3455028329,-0.140709636821,1.51729604777,0.105989898825,1.42647639413,-0.181622725964,1.49083682536,-0.0302040500473,1.40549368902,0.00431740905903,1.48800749227,-0.610222656233,-0.830897784643,0.795560767081,1.54705991103,0.889875249548,0.0667912085746,0.47588797947,1.58924137755,-0.382710458839,1.60965383622,0.451280498933,0.567134839639,0.108512240133,1.50110951079,-0.0105061785464,1.25705925491
60,0.916735838145,17.882292436,-0.201591381302,-1.9932712491,0.326919133737,-2.15793282747,-0.294075244013,-2.01020530357,-0.104809323323,-2.19095201326,-0.250626898132,-1.83911937724,-0.322073138964,-3.30802997655,1.64116357898,-1.87188978011,0.986062671281,-3.56719509515,0.459397780053,-2.00692866856,-0.391859396155,-1.94730788443,0.487471801517,-3.03679635165,-0.0661452234604,-2.1749492121,0.0524569598114,-2.53088265431
62,0.999934180221,23.2714402687,-0.0652435591188,1.7818225279,-0.257306571598,1.79061045858,0.120864368724,1.65840374668,-0.0570531217108,1.711021891,0.314206269525,1.52602981774,0.679813556074,3.99983950454,0.0848680930522,1.75579327678,1.13022409214,0.0872030897012,0.321452597651,1.9245943981,-0.367450218635,1.93012934809,0.692359987662,0.49857620328,0.13971582607,1.82446517026,0.293721661989,0.90733388371
63,0.944332936813,27.415453268,0.218063516157,6.6143870077,-0.844461404361,6.89236850339,-0.109404565219,6.81726721013,-0.140569772962,6.71629279703,0.204767259088,6.6910602777,0.991808430199,10.181917988,0.910660200153,6.94136155275,1.84660302463,4.26016760588,0.0799959161105,6.81058254313,-0.18239814845,6.87055930659,0.325974048506,6.15208251331,-0.0875233903197,6.71609997846,0.302712390764,5.89336017551
64,1.22221430349,22.5472673039,-0.0192189632165,-3.00076076856,1.81245683826,-3.0878094072,0.110238379417,-3.08298928612,-0.0919956138169,-3.05917567686,-0.174924180898,-2.82946658282,-0.727354079162,-5.49553788528,-0.32192134381,-3.05671490932,-0.635113248043,-2.49248953349,-0.0160323720488,-2.95201073229,0.216981923413,-3.10856400484,-0.416756873269,-2.2320524175,0.0715213109835,-2.97967750752,-0.284567858605,-2.21220931386
65,1.20087821286,22.7964915267,-0.125041946714,-2.27294492008,1.93403019458,-2.45088425549,-0.0398468751673,-2.36040286478,-0.0658916348387,-2.39679485178,-0.329246346829,-2.03444822364,-1.05730743753,-6.13080965222,0.0341076601939,-2.35088601496,-0.551691288949,-1.98127874526,0.0571466301605,-2.32276345883,0.19658660834,-2.45558538358,-0.613042927272,-1.27592447205,0.148536814558,-2.27688938183,0.07946378487,-2.78052002979
66,1.02374329976,23.0552975232,0.0606891535764,1.11020547555,-0.713509216631,1.24179594524,0.0728674492847,1.1144457698,0.011028008993,1.17259961038,-0.204495086818,1.4402623404,-0.620578962846,-1.13784067277,-0.767986785427,1.0372011252,0.237766628087,0.681272326303,-0.148326270651,1.11569191465,0.358328714438,0.97438406415,0.0610004551105,0.932658968587,0.0154383673099,1.17787967348,-0.213770060692,1.80283323784
67,0.998491010195,21.4026455261,-0.02877931824,-0.0139555930388,-0.597205771017,0.0390414495609,-0.0517851999219,-0.0156268009997,0.0128486014548,-0.0177580405461,-0.362257891741,0.397484592618,-0.692131513592,-2.68576993539,-0.345877066161,-0.0853168555639,0.364480618548,-0.688269727468,-0.102858080687,-0.0986294173357,0.340416817712,-0.213152983902,-0.0838450669657,-0.0313870822359,0.10185950076,0.04649671866,0.183428709359,-0.672545741053
68,1.00400538458,21.7989039918,0.0542001769066,0.203233468948,-0.643475207889,0.321778452379,0.0300613988753,0.223884150071,-0.0134889179831,0.247883902964,-0.292800076505,0.608302088799,-0.600252379159,-1.95986886277,-0.37934521133,0.188464195206,0.352587243381,-0.366712005695,-0.138050533843,0.194312396952,0.356928988001,0.0615737809515,0.0449707809104,0.0463626900908,0.0248068755883,0.276033988619,-0.210892563154,0.847571859295
71,1.02169675818,21.5318237773,0.163765642124,-0.379652660852,-0.989280814702,-0.169405871683,0.750837594961,-0.629418909938,-0.0742084053807,-0.282065480921,-0.315909598718,0.128765975704,-0.418425999324,-1.81355690514,-1.51897066246,-0.49817670368,-0.154666091281,-0.138283720765,-0.076798114397,-0.306457269212,-0.00119757166516,-0.250563015386,0.206032685306,-0.722778886254,-0.0819105952158,-0.29608432107,-0.407760145233,1.09830207066
74,0.976141455386,19.1776889058,-0.0535729783023,-1.75462967427,-0.721891145216,-1.73671392294,0.655595432047,-2.11865473644,-0.203761130154,-1.89247568474,-0.690287680927,-1.09701460653,-0.0171153017047,-1.90612243661,-0.518551356212,-1.87761720451,-0.00385374633162,-1.81154237465,-0.275945533803,-1.93086997279,0.398902578259,-1.99870376076,-0.128260358487,-1.69999868234,0.00873213943968,-1.77191371393,-0.166675242304,-1.20575837574
75,0.924258754892,17.7715790825,-0.140864600587,-2.16862638245,-0.458765539679,-2.24845180617,0.49014948717,-2.51614446421,-0.265400579418,-2.40494820457,-0.982894922703,-1.31122546456,0.0707263640083,-2.05451094996,0.372676274539,-2.21246854927,0.0720910439397,-2.35461563071,-0.256057795829,-2.44963439459,0.386130833456,-2.47831510414,-0.169118472082,-2.1068517384,-0.0639398552157,-2.29745871582,-0.0104433673915,-2.24059708729
76,0.978925573806,19.5870010779,-0.0862438158769,-1.34890267428,-0.627735393609,-1.36743825379,0.587192014265,-1.70266090613,-0.201717724757,-1.51003828508,-0.755109700187,-0.656393036225,-0.141767640847,-1.98799391727,-0.574342663149,-1.5053250813,-0.205136864636,-1.16896761694,-0.257802594416,-1.55503476075,0.394039595562,-1.61647833312,-0.163152288879,-1.25867222153,0.0697969592685,-1.34640503367,-0.073657628262,-1.12321253116
78,0.996445133305,20.479384647,-0.0349585859583,-0.813338934797,-0.737472227029,-0.778605765023,0.63244324379,-1.15035033355,-0.158212905066,-0.912190742535,-0.636261154335,-0.189389384044,-0.551280816701,-2.85288862747,-0.776300291182,-0.964970436034,-0.128443315649,-0.721759982143,-0.220178538428,-0.955056451165,0.40177397685,-1.04363243225,-0.215009120446,-0.610725769609,0.131098149889,-0.725509766602,-0.306348876492,0.124287305843
82,1.0121077022,21.2272526056,0.0473267583563,-0.489212534489,0.218585616398,-0.460679785924,-0.142526023037,-0.388157350132,-0.0976843441348,-0.494100589781,-0.221841199857,-0.173809518491,-0.460985445361,-2.03018062084,0.022878492732,-0.440292058624,-0.181598643434,-0.330396105271,0.0186132066128,-0.476714181116,-0.0680219628189,-0.418693466039,0.452204945719,-1.23751503919,-0.0950844425726,-0.501143341119,-0.337927966343,0.518905748332
83,0.965678829838,20.3350172219,0.112281234235,-0.551491757835,-0.748343385268,-0.411567229839,-0.303324752698,-0.318080152209,-0.219279102502,-0.5688543296,-0.139556902584,-0.26316044316,0.0441967291345,-0.3552486783,-0.314562254643,-0.506437614075,-0.044014933545,-0.406309113835,0.00820249434347,-0.528528343652,-0.0752997082082,-0.436776907404,0.12145261601,-0.720930503493,0.0143521259474,-0.439469176281,0.108612990398,-0.743912669956
